"","V1","FFL","No_FFL","Pos_pos","Pos_mixt","Pos_neg","Neg_pos","Neg_mixt","Neg_neg","Mixt_pos","Mixt_mixt_hom","Mixt_mixt_het","Mixt_neg","NP_X"
"329","thiI",0,1,0,0,0,0,0,0,0,0,0,0,0
"330","rpsA",0,1,0,0,0,0,0,0,0,0,0,0,0
"331","pcnB",1,0,0,0,0,0,0,0,0,0,1,0,0
"332","yhbE",1,0,0,0,0,0,0,0,0,0,1,0,0
"333","yidC",0,1,0,0,0,0,0,0,0,0,0,0,0
"334","secA",0,1,0,0,0,0,0,0,0,0,0,0,0
"335","rnpA",0,1,0,0,0,0,0,0,0,0,0,0,0
"336","yebC",0,1,0,0,0,0,0,0,0,0,0,0,0
"337","pyrF",1,0,0,0,0,0,0,0,0,0,1,0,0
"338","queA",0,1,0,0,0,0,0,0,0,0,0,0,0
"339","rpsT",0,1,0,0,0,0,0,0,0,0,0,0,0
"340","rpsF",1,0,0,0,0,0,0,0,0,0,1,0,0
"341","yhdZ",1,0,0,0,0,0,0,0,0,0,1,0,0
"342","ydiY",0,1,0,0,0,0,0,0,0,0,0,0,0
"343","soxS",1,0,0,0,0,0,0,0,0,0,1,0,0
"344","potB",0,1,0,0,0,0,0,0,0,0,0,0,0
"345","greA",1,0,0,0,0,0,0,0,0,0,1,0,0
"346","ybfE",1,0,0,0,0,0,0,0,0,0,1,0,0
"347","spoT",0,1,0,0,0,0,0,0,0,0,0,0,0
"348","rpsB",0,1,0,0,0,0,0,0,0,0,0,0,0
"349","modA",1,0,0,0,0,0.2,0,0,0,0,0.8,0,0
"350","priB",1,0,0,0,0,0,0,0,0,0,1,0,0
"351","prfC",0,1,0,0,0,0,0,0,0,0,0,0,0
"352","purB",0,1,0,0,0,0,0,0,0,0,0,0,0
"353","tsf",0,1,0,0,0,0,0,0,0,0,0,0,0
"354","cobS",0,1,0,0,0,0,0,0,0,0,0,0,0
"355","yfhL",0,1,0,0,0,0,0,0,0,0,0,0,0
"356","apt",0,1,0,0,0,0,0,0,0,0,0,0,0
